"string";"# total labels";"total labels";"# unique labels";"unique labels"
"liken, compare, equatelens cortex, pallium, cerebral cortex, cortex, cerebral mantlemeasuring, mensuration, measure, measurementaffected role, patient, patient roletruth, accuracyatrophy, wasting, withering, wasting away";"4";"cerebral cortex, patient, patient, role";"3";"cerebral cortex, patient, role"
"measuring, mensuration, measure, measurementboundary, edge, limit, bound, boundscognitivecoronal, lei, wreath, chaplet, garlandenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeformula, pattern, normal, rule, convention";"17";"pattern, bound, convention, rule, image, image, double, double, double, range, range, function, picture, normal, project, see, speech";"15";"pattern, bound, convention, rule, image, double, double, double, range, function, picture, normal, project, see, speech"
"atrophy, wasting, withering, wasting awayeven out, discipline, right, even up, chasten, rectify, slump, objurgate, chastise, decline, adjust, compensate, redress, castigate, counterbalance, sort out, set, even off, correct, make upretrieve, bump, set up, discover, constitute, see, determine, happen, recover, establish, find, witness, ground, detect, line up, notice, feel, regain, find out, plant, get, obtain, chance, observe, incur, encounter, come up, launch, institute, get hold, rule, receive, base, ascertain, found, find oneselftemporal, temporal role, secular, worldlycerebral, intellectualpoint, capitulum, mind, direct, promontory, psyche, headland, straits, headway, pass, forefront, channelize, oral sex, manoeuver, principal, lead, question, drumhead, head word, top dog, manoeuvre, read/write head, fountainhead, maneuver, head, header, foreland, headspring, caput, nous, head up, brain, school principal, guide, channelise, chief, head teacher, heading, steerset off, break up, depart, divide, office, disunite, share, start out, split up, section, character, start, parts, role, split, percentage, set out, function, division, theatrical role, persona, separate, component, break, part, constituent, parting, set forth, take off, piece, component part, portion, contribution, voice, regionsizing, size of it, size";"69";"brain, division, atrophy, plant, character, part, part, base, base, base, head, head, head, head, head, set, set, set, set, school, contribution, correct, section, rule, direct, discipline, discover, divide, division, dog, encounter, sex, size, size, function, section, header, hold, lead, line, make, obtain, off, off, off, oral, pass, percentage, principal, principal, promontory, question, read, receive, right, role, role, role, section, see, separate, share, split, split, take, temporal, top, voice, write";"54";"brain, division, atrophy, plant, character, part, base, base, base, head, set, school, contribution, correct, section, rule, direct, discipline, discover, divide, division, dog, encounter, sex, size, function, section, header, hold, lead, line, make, obtain, off, oral, pass, percentage, principal, promontory, question, read, receive, right, role, section, see, separate, share, split, take, temporal, top, voice, write"
"saying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectiondevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growingenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, tropecistron, gene, factorgradient, slope";"38";"gene, human, maturation, name, number, pattern, digit, aspect, shape, material, body, body, body, build, form, face, count, design, image, digit, work, estimate, evolution, expression, expression, expression, fig, frame, growth, picture, physical, project, public, see, slope, speech, verbal, growth";"34";"gene, human, maturation, name, number, pattern, digit, aspect, shape, material, body, build, form, face, count, design, image, digit, work, estimate, evolution, expression, fig, frame, growth, picture, physical, project, public, see, slope, speech, verbal, growth"
"formula, pattern, normal, rule, convention";"4";"pattern, convention, rule, normal";"4";"pattern, convention, rule, normal"
"point of reference, acknowledgment, reference, mention, reference book, citation, character, reference work, source, credit, book of facts, consultation, extension, address, denotation, reference point, computer address, cite, character reference, quotationgrown, pornographic, full-grown, big, adult, grownup, fully grownbiopsyjoan crawford, crawford, thomas crawfordenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, tropeliverwort, hepatic";"51";"human, book, book, name, address, address, address, address, adult, number, pattern, digit, character, character, shape, material, reference, reference, reference, reference, reference, reference, body, body, body, build, form, citation, computer, consultation, count, source, design, image, digit, work, work, estimate, fig, frame, full, hepatic, picture, physical, point, point, project, public, reference point, see, speech";"38";"human, book, name, address, address, adult, number, pattern, digit, character, shape, material, reference, body, build, form, citation, computer, consultation, count, source, design, image, digit, work, estimate, fig, frame, full, hepatic, picture, physical, point, project, public, reference point, see, speech"
"sulcusbroadening, widen, extend, broaden, let out, turnout, wideninganterior, prior, front toothatrophy, wasting, withering, wasting awayhead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, masterminddifferent, dissimilar, unlike";"7";"brain, ability, capacity, extend, learning, prior, learning";"7";"brain, ability, capacity, extend, learning, prior, learning"
"taudispersion, statistical distribution, distributioncellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclemanufacture, concept, conception, fabricate, retrace, make, construct, build, reconstructmanufacture, concept, conception, fabricate, retrace, make, construct, build, reconstructdifferent, dissimilar, unlike";"26";"cell, cell, cell, cell, build, build, cell, cell, cell, cell, concept, concept, conception, conception, construct, construct, statistical distribution, telephone, distribution, make, make, mobile, cell, cell, cell, cell";"12";"cell, build, cell, concept, conception, construct, statistical distribution, telephone, distribution, make, mobile, cell"
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicle";"15";"cell, cell, cell, cell, cell, cell, cell, cell, cellular telephone, telephone, mobile, cell, cell, cell, cell";"6";"cell, cell, cellular telephone, telephone, mobile, cell"
"atrophy, wasting, withering, wasting away";"1";"atrophy";"1";"atrophy"
"arena, field, domain, surface area, area, country, region, orbit, expanse, spherepointer, arrowgall, bilebiliary, biliousduct, canal, channel, epithelial duct";"12";"domain, country, duct, area, area, orbit, canal, channel, region, epithelial, field, surface";"11";"domain, country, duct, area, orbit, canal, channel, region, epithelial, field, surface"
"brass, memorial tablet, plaquecomposite, complex, composite planttooth enamel, enamelrosin, resin";"5";"complex, complex, composite, enamel, resin";"5";"complex, complex, composite, enamel, resin"
"cognition, knowledge, noesiscognitivelens cortex, pallium, cerebral cortex, cortex, cerebral mantlediseaseenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, trope";"15";"cerebral cortex, cognition, image, image, double, double, double, range, range, function, picture, project, see, speech, cognition";"13";"cerebral cortex, cognition, image, double, double, double, range, function, picture, project, see, speech, cognition"
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclecellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclemitochondrion, chondriosomeaddition, accession, increase, improver, plus, gain, add-on, summationantibodystreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockcellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicle";"61";"accession, add, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, automatic, block, block, block, block, block, block, block, block, increase, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cellular telephone, community, telephone, telephone, telephone, gain, legal, legal, mobile, mobile, mobile, off, stop, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell";"19";"accession, add, cell, automatic, block, block, block, block, increase, cell, cellular telephone, community, telephone, gain, legal, mobile, off, stop, cell"
"cerebellarsenile, gaga, doddering, dodderybrass, memorial tablet, plaquenew wave, vanguard, avant-garde, van, caravanante meridiem, a.m.accrual, aggregation, collection, accruement, accretion, accumulation, assemblage";"3";"accrual, aggregation, collection";"3";"accrual, aggregation, collection"
"liver-colored, liverportal site, vena portae, portal vein, portal, hepatic portal veinartery, arteria, arterial blood vesselbiliary, biliousheart, plaza, kernel, nitty-gritty, essence, pore, focus, middle, nerve centre, halfway, shopping centre, nub, heart and soul, shopping mall, eye, sum, concentrate on, nerve center, revolve about, center on, core, gist, centre, midpoint, centre of attention, snapper, concentrate, marrow, center field, meat, substance, center, shopping center, centerfield, center of attention, midway, pith, mall, focus on, revolve around, inwardness, rivet";"36";"heart, liver, substance, and, vein, arterial blood, blood, eye, center, center, center, center, center, center, concentrate, concentrate, core, nerve, nerve, field, focus, focus, hepatic, kernel, middle, pith, pore, portal, portal, portal, portal vein, site, shopping, shopping, shopping, sum";"24";"heart, liver, substance, and, vein, arterial blood, blood, eye, center, concentrate, core, nerve, field, focus, hepatic, kernel, middle, pith, pore, portal, portal vein, site, shopping, sum"
"symbolization, symbol, symbolic representation, symbolisationimputable, ascribable, due, referablesomeone, somebody, soul, person, individual, mortalaffected role, patient, patient rolelineage, line of descent, parentage, blood line, descent, bloodline, pedigreed, thoroughbred, pureblood, ancestry, stemma, blood, pureblooded, line, stock, origin, pedigreecerebrovascular accident, fortuity, solidus, accident, shot, cam stroke, virgule, chance event, diagonal, stroking, separatrix, stroke, slash, apoplexy, throw, cvaupper berth, upper, amphetamine, pep pill, speed";"21";"person, accident, accident, amphetamine, blood, blood, event, patient, patient, diagonal, due, line, line, line, origin, representation, role, speed, stock, symbol, upper";"16";"person, accident, amphetamine, blood, event, patient, diagonal, due, line, origin, representation, role, speed, stock, symbol, upper"
"atrophy, wasting, withering, wasting awayconcomitant, accompanying, incidental, consequent, attendant, resultant, sequent, ensuantlens cortex, pallium, cerebral cortex, cortex, cerebral mantleenlargement, magnification, elaboration, blowup, expansion";"2";"atrophy, cerebral cortex";"2";"atrophy, cerebral cortex"
"fluorescenceenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeexamine, probe, investigation, dig into, poke into";"16";"image, image, double, double, double, range, range, function, into, into, investigation, probe, picture, project, see, speech";"13";"image, double, double, double, range, function, into, investigation, probe, picture, project, see, speech"
"cerebellarsenile, gaga, doddering, dodderybrass, memorial tablet, plaquenew wave, vanguard, avant-garde, van, caravanante meridiem, a.m.accrual, aggregation, collection, accruement, accretion, accumulation, assemblage";"3";"accrual, aggregation, collection";"3";"accrual, aggregation, collection"
"taugathering, assembly, forum, meeting place, fabrication, assemblagefibril, filum, strand, filamentmensurable, metrical, mensural, evaluate, measure out, quantify, metric, measure, value, assess, calculated, mensurate, valuate, careful, measured, deliberate, appraiseproteinrecombinantshortened, abbreviated, truncated, truncate, cut short";"9";"value, assembly, assembly, cut, measured, meeting, place, short, short";"9";"value, assembly, assembly, cut, measured, meeting, place, short, short"
"atrophy, wasting, withering, wasting away";"1";"atrophy";"1";"atrophy"
"nuclear, atomicwrap, enclose, envelop, enfold, enwrapmitochondrion, chondriosomecenter, centre, stomate, pore, focus, concentrate, stoma, rivet";"5";"concentrate, focus, nuclear, pore, stoma";"5";"concentrate, focus, nuclear, pore, stoma"
"central, fundamental, exchange, primal, cardinal, key, telephone exchange";"2";"telephone, key";"2";"telephone, key"
"aspergillus, genus aspergillusconidium, conidiospore";"2";"aspergillus, genus";"2";"aspergillus, genus"
"head, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindfluorescencepussyfoot, black eye, computer mouse, sneak, shiner, mouse, creepdivision, subdivision, incision, surgical incision, section, part, department, segment, plane section, discussion section";"27";"brain, ability, part, eye, head, black, capacity, computer, section, section, section, department, discussion, surgical incision, section, section, section, learning, plane, mouse, mouse, section, section, section, segment, subdivision, learning";"20";"brain, ability, part, eye, head, black, capacity, computer, section, department, discussion, surgical incision, section, learning, plane, mouse, section, segment, subdivision, learning"
"l, 50, fiftyenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, trope";"12";"image, image, double, double, double, range, range, function, picture, project, see, speech";"10";"image, double, double, double, range, function, picture, project, see, speech"
"prize, evaluate, treasure, appreciate, rate, value, assess, time value, values, note value, measure, respect, prise, appraise, valuate, economic value, esteemarena, field, domain, surface area, area, country, region, orbit, expanse, spherehead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcerebellumheadway, clearance, headroomlens cortex, pallium, cerebral cortex, cortex, cerebral mantledata point, information, data, datumfirst appearance, entrance, ledger entry, incoming, submission, unveiling, accounting entry, introduction, entryway, debut, ingress, entree, entering, entry, entranceway, launchingfrontlet, frontal, facade, frontage, head-on";"31";"brain, ability, data, domain, country, value, value, value, value, appearance, area, area, cerebral cortex, head, orbit, time, capacity, rate, region, information, entry, entry, entry, field, surface, learning, note, point, submission, submission, learning";"25";"brain, ability, data, domain, country, value, appearance, area, cerebral cortex, head, orbit, time, capacity, rate, region, information, entry, field, surface, learning, note, point, submission, submission, learning"
"envision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeunnatural, abnormalpointer, arrowpointer, arrowatrophicbilaterally symmetric, two-sided, bilaterally symmetrical, bilateral, isobilateral";"26";"bilateral, image, image, image, image, double, double, double, double, double, double, range, range, range, range, function, function, picture, picture, project, project, see, see, speech, speech, two";"12";"bilateral, image, double, double, double, range, function, picture, project, see, speech, two"
"satisfy, fulfil, fill up, sate, satiate, occupy, filling, make full, take, fulfill, meet, replete, fill";"6";"fill, fill, fulfill, full, make, take";"5";"fill, fulfill, full, make, take"
"enlargement, magnification, elaboration, blowup, expansion";"1";"enlargement";"1";"enlargement"
"envision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, troperag, code, bait, put one over, twit, dupe, rally, put on, encrypt, razz, tantalize, gull, take in, fool, taunt, inscribe, cipher, slang, encipher, cypher, tease, write in code, ride, put one across, befool, cod, tantalisediscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colouration, coloring, colorise, gloss, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colourise, discolor, people of color, tingepointer, arrowcolumn, pillar, newspaper column, chromatography column, editorial, towerfleeceable, unripened, viridity, special k, jet, unripe, putting green, greenness, immature, dark-green, light-green, park, putting surface, super acid, green river, honey oil, super c, leafy vegetable, cat valium, greens, k, commons, gullible, green, common, greenish, william greenlayer, point, grade, horizontal surface, storey, flush, even, story, rase, pull down, floor, charge, stratum, even out, flat, degree, dismantle, unwavering, tied, tear down, plane, tier, take down, level off, stage, level, raze, spirit levelignite, perch, sluttish, luminance, illuminate, lightly, alight, unaccented, fall, christ within, wakeful, brightness level, light-colored, illumination, fire up, light up, wanton, luminousness, abstemious, twinkle, get down, faint, sparkle, visible light, light-headed, easy, scant, swooning, promiscuous, light source, unhorse, clean, lightsome, low-cal, loose, weak, visible radiation, ignitor, illumine, lighting, lighter, inner light, spark, lite, lightness, tripping, short, lightheaded, igniter, light, clear, brightness, idle, dismount, light within, illume, luminosity, calorie-free, get off, uncloudedlongitudinal";"95";"code, code, acid, fall, material, material, color, color, color, brightness, brightness, calorie, cat, charge, chromatography, clean, column, column, column, column, common, honey, source, stage, image, image, double, double, double, range, range, easy, oil, fall, floor, function, grade, green, green, green, green, green, surface, surface, horizontal, immature, inner, calorie, level, level, level, light, light, light, light, light, light, light, light, light, low, stage, plane, picture, off, off, oil, one, one, over, park, people, people, perch, point, project, put, put, put, see, short, short, special, speech, story, take, take, tear, visible, visible, visible light, weak, within, within, write";"63";"code, acid, fall, material, color, brightness, calorie, cat, charge, chromatography, clean, column, column, common, honey, source, stage, image, double, double, double, range, easy, oil, fall, floor, function, grade, green, surface, horizontal, immature, inner, calorie, level, light, low, stage, plane, picture, off, oil, one, over, park, people, perch, point, project, put, see, short, short, special, speech, story, take, tear, visible, visible light, weak, within, write"
"per centum, percent, pct, portion, part, share, percentageperinasal, perirhinallens cortex, pallium, cerebral cortex, cortex, cerebral mantlespecificity";"4";"part, cerebral cortex, per, share";"4";"part, cerebral cortex, per, share"
"fibril, filum, strand, filamentdendriteabc, first principle, rudiment, alphabet, first rudiment, abc's, abcsdendriteinsert, inset, gussettonne, element 109, mt, metric ton, atomic number 109, meitnerium, montana, machine translation, t, treasure statetone, take note, eminence, take down, note of hand, banknote, mark, note, federal reserve note, bank bill, greenback, notice, notation, billet, mention, short letter, observe, line, bank note, annotation, government note, remark, preeminence, bill, promissory note, banker's bill, distinction, musical noteexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, record, demonstrate";"38";"number, alphabet, annotation, element, bank, bank, element, evidence, fibril, record, hand, first, first, government, translation, letter, line, mark, montana, picture, notation, note, note, note, note, note, note, note, point, present, read, short, short, take, take, ton, fibril, translation";"29";"number, alphabet, annotation, element, bank, element, evidence, fibril, record, hand, first, government, translation, letter, line, mark, montana, picture, notation, note, point, present, read, short, short, take, ton, fibril, translation"
"jury, impanel, instrument panel, board, venire, control panel, control board, gore, dialog box, empanel, panelfederal agent, agentive role, broker, agent, factor";"9";"agent, agent, factor, board, board, box, control, control, role";"6";"agent, factor, board, box, control, role"
"setup, apparatusbody, organic structure, dead body, soundbox, consistency, eubstance, physical structure, personify, trunk, torso, consistencecamillo golgi, golgimitochondrion, chondriosome";"8";"body, consistency, trunk, organic, physical, structure, structure, trunk";"7";"body, consistency, trunk, organic, physical, structure, trunk"
"head, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindleftfield, depart, pass on, give, bequeath, result, leave behind, odd, forget, will, left field, lead, provide, left wing, left over, exit, impart, remaining, left hand, unexpended, leftover, entrust, left-hand, leave alone, allow for, go forth, get out, leave, allow, go away, left, go out, pull up stakesenergizing, activation, activatingcontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancygyrus, convolutionunpaid worker, voluntary, offer, military volunteer, tennessean, volunteer";"36";"brain, ability, activation, head, condition, capacity, check, contain, control, field, hand, hand, for, give, hold, hold, lead, learning, left, left, left, left, left, left, line, military, moderate, over, pass, provide, remaining, see, see, to, voluntary, learning";"28";"brain, ability, activation, head, condition, capacity, check, contain, control, field, hand, for, give, hold, lead, learning, left, line, military, moderate, over, pass, provide, remaining, see, to, voluntary, learning"
"liver-colored, liverbiliary, biliouscircumferentialformulate, build up, uprise, spring up, underdeveloped, arise, modernize, educate, develop, prepare, modernise, make grow, germinate, development, evolve, rise, get, acquire, break, train, grow, developing, originate, recrudesce, produce, explicate";"6";"liver, build, development, development, make, spring";"6";"liver, build, development, development, make, spring"
"point, suggest, signal, show, betoken, indicate, bespeak, argue, designatebrass, memorial tablet, plaquecc, two hundred, 200antibodyantibody";"3";"signal, point, two";"3";"signal, point, two"
"lens cortex, pallium, cerebral cortex, cortex, cerebral mantleminify, step-down, lessen, drop-off, reduction, decrease, fall, diminution, diminish, decrement, lessening";"7";"lens, cerebral cortex, fall, drop, fall, off, step";"7";"lens, cerebral cortex, fall, drop, fall, off, step"
"point of reference, acknowledgment, reference, mention, reference book, citation, character, reference work, source, credit, book of facts, consultation, extension, address, denotation, reference point, computer address, cite, character reference, quotationgrown, pornographic, full-grown, big, adult, grownup, fully grownpointer, arrowbiopsyconnecter, continuative, connective, connector, connection, conjunctive, conjunction, connexioncontrol, incorporate, moderate, turn back, hold back, stop, bear, arrest, hold in, curb, take, contain, carry, hold, check, comprise";"36";"book, book, address, address, address, address, adult, character, character, arrest, back, back, reference, reference, reference, reference, reference, reference, check, citation, computer, conjunction, consultation, contain, source, work, full, hold, hold, hold, moderate, point, point, reference point, stop, take";"23";"book, address, address, adult, character, arrest, back, reference, check, citation, computer, conjunction, consultation, contain, source, work, full, hold, moderate, point, reference point, stop, take"
"data point, information, data, datumenergizing, activation, activatingarena, field, domain, surface area, area, country, region, orbit, expanse, spherepiece of tail, rear end, fucking, bum, measure, fuck, seat, assess, stern, keister, nookie, piece of ass, screw, prat, bottom, buns, tail, tush, shag, valuate, rump, tail end, tax, fanny, shtup, ass, roll in the hay, behind, evaluate, tooshie, screwing, posterior, hindquarters, butt, nates, rear, hind end, arse, buttocks, backside, derriere, value, nooky, can, fundament, appraiseglial";"25";"data, data, activation, domain, country, value, area, area, orbit, bottom, can, region, information, end, end, end, field, surface, hind, point, posterior, tail, tail, tail, tax";"19";"data, activation, domain, country, value, area, orbit, bottom, can, region, information, end, field, surface, hind, point, posterior, tail, tax"
"sulcusbroadening, widen, extend, broaden, let out, turnout, wideninganterior, prior, front toothatrophy, wasting, withering, wasting awayhead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermind";"7";"brain, ability, capacity, extend, learning, prior, learning";"7";"brain, ability, capacity, extend, learning, prior, learning"
"break up, fragment, shard, fragmentize, sherd, fragmentisesue, work, march, litigate, process, processing, serve, work on, treat, swear out, actionamyloid, amyloidal, starchlike, farinaceous, amylaceous";"6";"process, work, work, fragment, processing, treat";"5";"process, work, fragment, processing, treat"
"antibodycellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclemitochondrion, chondriosomearrowhead";"14";"cell, cell, cell, cell, cell, cell, cell, cell, telephone, mobile, cell, cell, cell, cell";"5";"cell, cell, telephone, mobile, cell"
"head, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, masterminddiseaseblack eye, computer mouse, shiner, mousemagnetic resonance imaging, mri";"9";"brain, ability, eye, head, capacity, computer, learning, mouse, learning";"9";"brain, ability, eye, head, capacity, computer, learning, mouse, learning"
"meaning, important, substantial, significant, pregnantlineage, line of descent, parentage, blood line, descent, bloodline, rake, rip, rakehell, ancestry, stemma, blood, line, roue, stock, pedigree, origin, profligatediscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colouration, coloring, colorise, gloss, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colourise, discolor, people of color, tingediscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colourise, coloring, colorise, gloss, colours, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colors, colouration, discolor, people of color, tingecontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancydour, morose, dark-skinned, saturnine, glum, benighted, wickedness, blue, sullen, darkness, disconsolate, black, sorry, dreary, coloured, dark, gloomy, dismal, drab, shadow, grim, moody, drear, colored, iniquity, sinister, nighttime, dingy, sour, night, non-white, obscure, gloweringminify, step-down, lessen, drop-off, reduction, decrease, fall, diminution, diminish, decrement, lesseningfeed, menstruation, run, stream, flow rate, hang, fall, flow, menstruum, period, current, flux, course, flowing, menstruate, menses, rate of flow, catamenia";"59";"period, fall, fall, blood, blood, material, material, material, material, condition, black, color, color, color, color, color, color, flow rate, blue, rate, rate, check, contain, control, course, current, drop, white, fall, fall, flow, flow, flow, flux, menstruation, hold, hold, line, line, line, line, meaning, moderate, off, origin, pedigree, people, people, people, people, run, see, see, significant, step, stock, to, white, menstruation";"37";"period, fall, blood, material, condition, black, color, flow rate, blue, rate, check, contain, control, course, current, drop, white, fall, flow, flux, menstruation, hold, line, meaning, moderate, off, origin, pedigree, people, run, see, significant, step, stock, to, white, menstruation"
"impression, force, gist, effectuate, core, essence, effect, result, burden, set up, consequence, upshot, outcome, issue, eventexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, record, demonstrateemploy, use, victimization, utilise, victimisation, practice, utilize, exploitation, expend, apply, habituate, usingantibodyset, banding, stria, dance band, band, stripe, lot, dance orchestra, striation, circle, ring, isthmus";"21";"outcome, apply, burden, set, circle, lot, consequence, core, effect, evidence, record, force, isthmus, picture, point, present, issue, read, ring, use, use";"21";"outcome, apply, burden, set, circle, lot, consequence, core, effect, evidence, record, force, isthmus, picture, point, present, issue, read, ring, use, use"
"genus hippocampus, hippocampusretrieve, bump, set up, discover, constitute, see, determine, happen, recover, establish, find, witness, ground, detect, line up, notice, feel, regain, find out, plant, get, obtain, chance, observe, incur, encounter, come up, launch, institute, get hold, rule, receive, base, ascertain, found, find oneselfsketch, consider, examine, canvass, subject, discipline, subject field, canvas, field, take, bailiwick, analyze, field of study, subject area, read, analyse, contemplate, meditate, report, cogitation, written report, study, work, survey, learn, hit the booksvolumetric, volumetricaldiagnosing, diagnosismeasuring, mensuration, measure, measurementbulk, volume, intensity, book, mass, loudness";"38";"book, mass, report, report, plant, study, study, area, base, base, base, set, volume, rule, discipline, discover, work, encounter, field, field, field, genus, survey, hippocampus, hit, hold, intensity, subject, subject, subject, mass, line, obtain, volume, read, receive, see, take";"32";"book, mass, report, plant, study, area, base, base, base, set, volume, rule, discipline, discover, work, encounter, field, genus, survey, hippocampus, hit, hold, intensity, subject, mass, line, obtain, volume, read, receive, see, take"
"";"0";"";"0";""
"envision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, appearance, record, demonstrate, displayacquirement, accomplishment, attainment, learning, skill, acquisition";"23";"accomplishment, acquisition, appearance, image, image, double, double, double, range, range, evidence, record, function, learning, picture, picture, point, present, project, read, see, speech, learning";"20";"accomplishment, acquisition, appearance, image, double, double, double, range, evidence, record, function, learning, picture, point, present, project, read, see, speech, learning"
"aorta";"1";"aorta";"1";"aorta"
"lens cortex, pallium, cerebral cortex, cortex, cerebral mantlecerebellumcoronal, lei, wreath, chaplet, garlandfrontlet, frontal, facade, frontage, head-onleftfield, depart, pass on, give, bequeath, result, leave behind, odd, forget, will, left field, lead, provide, left wing, left over, exit, impart, remaining, left hand, unexpended, leftover, entrust, left-hand, leave alone, allow for, go forth, get out, leave, allow, go away, left, go out, pull up stakesparietal";"19";"lens, cerebral cortex, head, field, hand, hand, for, give, lead, left, left, left, left, left, left, over, pass, provide, remaining";"13";"lens, cerebral cortex, head, field, hand, for, give, lead, left, over, pass, provide, remaining"
"realm, region, part, neighborhood, areahead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, masterminddata point, information, data, datumfrontlet, frontal, facade, frontage, head-ondeficient, subscript, substandard, inferiorlobe, lobon, along";"13";"brain, ability, data, part, head, capacity, region, information, learning, neighborhood, point, subscript, learning";"13";"brain, ability, data, part, head, capacity, region, information, learning, neighborhood, point, subscript, learning"
